rcid,date,me,nu,di,hr,co,ec,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,SRB,ZAF,ZMB,ZWE
6128,2018-12-17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,2,2,1,2,1,2,8,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,2,3,2,1,8,2,2,1,8,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,1,8,2,1,2,3,2.0,1,1,1,1,1,1,1,1,1,1,2,2,1,8,2,1,1,1,1,1,8,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,8,1,8,1,1,2,1,9,1,1,2,1,3,2,1,1,1,1,2,1.0,2,1,1,1
6129,2018-12-17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,1,1,1,2,1,1,2,1,1,1,8,1,1,1,3,1,3,3,1,2,3,1,1,3,3,1,3,1,1,1,1,3,1,2,2,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1,3,1,2,1,1,1,1,2,3,1,3,3,1,1,1,3,2,3,1,2,1,1,1,3,2,3,2,2,2,1,3,1,1,2,1,1,1,2,1,1,1,3,1,1,1,1,1,2,1.0,1,1,2,1,1,1,1,1,2,1,1,1,1,3,1,3,1,1,1,2,1,3,1,3,1,1,3,1,1,1,3,3,8,3,1,8,1,1,1,2,1,1,1,1,1,8,8,3,1,1,2,1,1,1,2,3,1,1,1,9,2,2,1,1,3,1,3,1,2,1,1,3.0,1,1,2,3
6130,2018-12-17,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,1,3,3,1,1,1,1,3,3,1,1,3,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,3,1,2,1,1,1,1,3,3,3,1,1,3,1,1,1,1,1,3,3,1,3,2,3,3,1,3,3,1,1,1,1,1,3,1,1,1,1,3,1,3,1,1,3,1,1,3,3,3,1,1,3,1,1,1,1,8,1,3,1,1,1,2,1,1,3,1,1,3,3,3,1,3,3,1,1,2,3,3,1,3,1,3.0,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,2,3,1,3,1,1,3,1,1,1,1,1,1,2,1,1,3,1,1,2,1,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,3,1,9,1,1,3,1,3,1,1,1,1,1,1,1.0,3,1,1,1
6131,2018-12-17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,1,1,1,2,1,1,1,1,1,2,8,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,8,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,8,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,2,1,1,8,1,2,2,1,1,2,8,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,8,1.0,1,1,2,1,1,2,1,8,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,8,1,2,2,2,1,2,1,1,2,1,1,1,1,9,2,2,1,1,1,2,1,1,2,1,1,2.0,1,1,2,2
6132,2018-12-17,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,1,2,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,2,1,3,1,3,8,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,3,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,2,1,2.0,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,1,2,1,2,1,1,8,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,3,1,3,1,1,1,1,1,1,1.0,1,1,1,1
6133,2018-12-17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,2,1,1,1,1,3,1,1,1,8,3,1,1,8,2,1,1,1,1,3,1,3,2,1,3,2,1,8,1,1,1,3,2,2,8,2,2,2,2,1,3,1,1,1,1,2,1,2,2,2,2,3,1,1,2,1,2,1,1,2,1,8,2,2,2,2,2,1,8,1,2,1,1,1,1,3,3,1,3,3,1,1,1,2,2,1,3,2,3,3,1,1,1,2,2,3,1,2,1,1,2,2,1,1,1,2,1,1,8,1,2,1,1,2,1,8,1.0,2,2,2,2,8,2,2,2,2,3,1,1,2,2,1,3,3,1,1,2,1,2,1,3,1,1,2,1,3,2,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,8,1,3,8,2,2,2,3,1,2,2,2,8,1,9,2,2,1,2,1,3,2,3,3,1,1,1.0,3,3,2,3
6134,2018-12-17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,2,2,1,2,2,1,3,2,1,1,2,1,8,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,8,1,2,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,8,1,3,2,1,1,1,1,8,2,1,3,1,2,2,1,3,1,1,2,1,1,2,3,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,8,2,1,2,1,2.0,1,1,1,1,1,1,1,1,1,1,2,2,1,8,3,1,1,1,1,1,2,1,2,1,1,8,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,3,8,1,1,1,1,1,1,8,1,8,1,1,2,2,9,1,1,2,1,3,1,1,1,1,2,2,1.0,1,1,1,1
6135,2018-12-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,8,1,1,1,1,9,1,1,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1
6136,2018-12-17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,9,1,1,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1
6137,2018-12-17,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,8,1.0,1,1,1,1,8,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,8,1,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,3,1,1,1,1,2,1,1.0,1,1,1,1
6138,2018-12-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,3,3,1,2,1,2,3,3,1,1,3,1,1,2,3,1,2,3,1,1,1,1,2,1,1,1,8,3,3,3,1,1,1,2,1,2,8,2,2,1,3,3,3,2,1,3,3,1,1,1,1,3,3,1,3,2,3,3,1,3,3,2,1,2,1,1,3,2,2,2,3,3,2,3,1,1,3,1,1,3,3,3,1,1,3,1,1,1,1,3,1,3,1,1,1,2,1,1,3,1,2,3,3,3,1,3,3,1,1,2,3,3,1,3,1,3.0,1,1,1,2,1,1,1,1,1,1,3,3,1,2,3,1,1,3,2,2,1,2,3,1,3,2,1,3,1,2,1,1,2,1,3,8,1,3,1,1,1,1,3,3,3,8,1,1,1,1,1,1,1,2,3,8,8,2,2,9,1,1,3,2,3,1,1,1,1,3,2,1.0,1,1,1,1
6139,2018-12-17,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1
6140,2018-12-19,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8,1,1,1,1,1,1,8,2,2,1,1,1,8,1,1,2,1,1,1,1,8,1,1,1,8,1,8,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,8,2,1,1,1,1,1,1,1,1,1,8,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,2,1,1,1,1,1,8,1,8,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,3,8,1,8,1,2,1,1,1,1,1,2,1,1,1,1,8,1,8,1,8,1,1,1,8,1,1,1,1,1,8,8,8,8,1,1,1,9,1,1,8,1,3,1,1,1,1,8,1,1.0,1,1,1,1
6141,2018-12-20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,1,1,1,1,1,1,2,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,8,1,1,8,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,8,2,1,2,1,8,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,8,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,8,2,1,1,1,1,1,1,1,8,1,1,1,1,8,1,1,1,8,8,1,1,1,1,1,8,1,1,2,2,1,1,1,1,2,1,1,1,2,9,1,1,1,1,3,1,1,1,1,2,2,1.0,1,1,1,1
6142,2018-12-20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,8,1,1,3,1,1,1,3,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,1,3,1,1,1,8,1,1,1,1,3,8,8,1,3,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,3,3,1,1,1,1,1,1,8,1,1,3,1,1,8,3,3,1,1,1,1,1,1,8,8,1,1,1,1,1,8,1,3,1,1,1,1,8,1,1,1,3,2,1,9,1,1,1,1,1,1,1,3,1,1,1,3.0,1,2,1,1
6143,2018-12-20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,3,3,1,1,1,1,3,3,1,1,3,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,8,1,1,1,3,3,3,1,1,3,1,1,1,1,1,3,3,1,3,1,3,8,1,3,2,1,1,1,1,1,3,1,1,1,1,3,1,3,1,1,3,1,1,3,3,3,1,1,3,1,1,1,1,1,1,3,1,1,1,8,1,1,3,1,1,3,3,3,1,3,3,1,1,1,8,3,1,3,1,3.0,1,1,1,1,8,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,1,1,3,1,3,1,1,3,1,8,1,1,1,1,1,1,1,3,8,8,1,1,3,3,3,1,1,1,1,1,1,1,8,1,8,1,1,2,1,9,1,1,3,1,3,1,1,1,1,1,1,1.0,1,1,1,1
6144,2018-12-20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,8,1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1
6145,2018-12-20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,8,1,1,8,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,8,2,1,2,1,8,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,8,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,8,1,1,1,1,1,1,8,1,2,1,1,1,1,9,1,1,1,1,3,1,1,1,1,2,1,1.0,1,1,1,1
6146,2018-12-20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,9,1,1,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1
6147,2018-12-20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,3,3,1,1,2,1,3,3,1,1,3,1,1,1,3,1,1,8,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,8,1,1,1,3,3,3,1,1,3,1,1,1,1,1,3,3,1,3,1,3,1,1,3,3,1,1,1,1,2,3,1,1,1,1,3,1,3,1,1,3,1,1,3,3,3,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,3,3,3,1,3,3,1,1,1,8,3,1,3,1,3.0,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,1,1,3,1,3,1,1,3,1,8,1,1,1,1,1,1,1,3,8,8,1,1,3,3,3,1,1,1,1,1,1,1,8,1,2,1,1,2,1,9,1,1,3,1,3,1,1,1,1,1,1,1.0,3,1,1,1
6148,2018-12-20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,8,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,9,1,1,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1
6149,2018-12-20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,3,3,1,1,1,1,3,3,1,1,3,1,1,1,3,1,1,8,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,8,1,1,1,3,3,3,1,1,3,1,1,1,1,1,3,3,1,3,1,3,1,1,3,3,1,1,1,1,8,3,1,1,1,1,3,1,3,1,1,3,1,1,3,3,3,1,1,3,1,1,1,1,1,1,3,1,1,1,8,1,1,3,1,1,3,3,3,1,3,3,1,1,1,1,3,1,3,1,3.0,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,1,1,1,3,1,3,1,1,3,1,8,1,1,1,1,1,1,1,3,8,8,1,1,3,3,3,1,1,1,1,1,1,1,1,1,8,1,1,2,1,9,1,1,3,1,3,1,1,1,1,1,1,1.0,3,1,1,1
6150,2018-12-20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,8,1,8,1,1,1,8,9,1,1,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1
6151,2018-12-20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,8,9,1,1,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1
6152,2018-12-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,8,2,1,2,1,2,8,2,1,8,2,1,8,8,1,1,2,1,2,1,1,1,1,2,2,2,8,1,1,1,1,1,2,8,8,8,2,2,8,1,1,1,2,1,2,8,1,2,2,1,2,8,1,1,2,1,8,2,8,8,2,8,8,2,8,8,8,2,8,1,1,2,1,2,2,1,1,1,1,8,1,3,2,1,2,2,8,8,8,1,8,8,1,2,1,2,3,8,1,1,1,1,2,1,2,8,2,8,8,1,1,3,1,2,1,1,2.0,1,2,8,1,8,2,2,8,2,1,2,1,2,8,1,8,1,2,1,1,8,2,2,1,1,2,2,2,1,8,2,8,2,2,2,8,1,1,8,8,2,2,2,1,1,2,8,1,2,8,2,8,8,8,8,2,2,1,2,9,8,2,8,1,3,8,1,1,1,2,2,8.0,1,2,8,2
6153,2018-12-20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,8,8,1,1,1,1,1,8,1,1,1,1,1,8,8,1,1,1,1,8,2,1,1,1,8,1,1,8,1,1,1,1,2,1,1,8,8,1,1,8,1,2,1,1,1,1,8,1,1,1,1,1,8,1,1,1,1,8,1,1,8,1,1,1,1,1,1,8,1,8,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,8,1,2,8,8,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,8,1,1,8,1,2,1,2,1.0,1,1,8,1,1,1,1,8,1,2,1,1,1,8,1,1,1,1,1,1,8,1,1,2,1,1,1,1,2,8,1,1,1,1,1,8,8,1,8,8,1,1,1,1,1,1,8,2,1,1,1,1,8,8,8,1,1,1,1,9,8,8,1,1,1,8,1,1,1,1,1,1.0,1,1,1,2
6154,2018-12-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,8,1,1,1,1,1,8,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,2,1,8,8,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1,8,1,8,8,1,1,8,1,1,1,1,8,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,8,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,8,1,1,1,8,1.0,1,1,1,1,1,1,1,8,1,1,1,1,1,8,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,8,1,1,1,1,1,8,1,1,1,8,1,8,1,1,1,8,8,2,1,1,1,1,8,8,8,1,1,1,8,9,1,8,1,1,1,1,1,1,1,1,8,1.0,1,1,8,1
6155,2018-12-22,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8,8,1,1,2,2,3,8,1,1,8,3,1,2,8,2,1,2,2,2,3,1,3,2,1,2,1,2,8,1,1,2,3,2,2,8,8,2,3,2,1,3,1,1,1,1,8,1,2,2,2,2,3,1,1,2,1,2,1,1,2,1,1,2,2,8,8,2,1,8,1,1,1,1,8,1,2,3,1,3,2,1,1,1,8,2,1,3,2,3,3,8,8,2,2,2,8,1,2,2,1,2,8,1,1,1,8,1,1,8,2,2,1,1,2,1,3,1.0,2,2,2,2,2,2,2,8,2,3,1,1,2,2,1,2,2,1,2,2,2,2,1,3,1,2,1,1,3,8,2,3,2,2,1,8,2,1,8,8,2,2,1,1,1,8,8,3,3,2,2,3,8,8,2,2,1,1,1,9,2,3,1,2,1,3,2,3,2,1,8,8.0,3,3,2,3
6156,2018-12-22,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,8,1,1,1,1,1,8,1,1,1,8,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,2,8,1,1,1,3,2,2,8,8,1,3,8,1,3,1,1,1,1,8,1,1,2,1,3,1,1,1,1,1,1,1,1,8,1,1,1,1,8,8,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,8,2,8,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.0,1,2,1,1,2,1,2,8,1,3,1,1,1,8,1,1,2,1,1,1,2,2,1,3,1,1,1,1,3,8,1,1,2,1,1,1,1,1,1,8,1,8,1,1,1,8,8,3,8,1,1,1,8,1,8,1,1,1,8,9,1,8,1,1,1,1,1,3,1,1,8,1.0,1,1,8,3
6157,2018-12-22,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,8,2,2,1,1,2,8,3,2,1,1,2,1,1,1,2,1,1,8,1,1,1,1,1,1,1,1,1,3,2,1,1,8,1,1,8,1,1,1,1,1,2,3,3,1,8,2,1,1,1,1,1,2,2,1,2,1,3,8,1,3,2,1,1,8,8,1,2,1,1,1,1,2,8,2,1,1,2,1,1,2,3,2,1,1,3,1,1,1,1,8,1,2,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,1,3,2,1,2,1,2.0,1,1,1,1,1,1,1,8,1,1,2,2,1,3,2,1,8,1,1,1,8,1,2,1,2,1,1,2,1,8,1,1,1,1,1,1,1,2,1,8,1,1,2,2,2,8,8,1,1,1,1,8,1,1,8,1,1,1,1,9,1,1,2,1,3,1,1,1,1,1,8,1.0,2,1,1,1
