rcid,date,me,nu,di,hr,co,ec,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,SRB,ZAF,ZMB,ZWE
193,1949-11-04,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,9,9,9,9,3,9,9,3,9,9,9,3,9,9,9,9,9,9,9,1,9,3,3,9,9,9,9,9,3,9,3,9,9,9,9,9,3,9,9,3,3,9,9,9,9,9,3,2,9,2,3,9,9,9,3,9,9,3,9,9,3,9,9,9,9,9,9,3,9,2,9,3,9,3,9,9,3,9,2,2,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,2,3,9,9,9,9,9,9,3,9,9,9,9,9,9,3,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,3,3,3,9,9,3,9,1,2,3,2,9,9,1,9,9,8,9,9,1,9,1,9,9,9,9,9,3,9,9,9,9,9,9,9,2,9,9,1,9,9,2,9,9,9,9,9,9,3,9,3,9,9,1,2,3,9,9,3,9,9,9,9,3,3,9,9
194,1949-11-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,2,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,1,1,9,1,1,9,9,9,1,9,9,2,9,9,1,9,9,9,9,9,9,1,9,1,9,1,9,1,9,9,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,2,9,1,1,1,1,9,9,2,9,9,8,9,9,2,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,2,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,9,2,1,1,9,9,1,9,9,9,9,2,1,9,9
195,1949-11-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,3,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,1,1,9,1,1,9,9,9,3,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,1,9,1,9,9,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,2,9,1,1,1,1,9,9,3,9,9,8,9,9,3,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,2,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,9,3,1,1,9,9,1,9,9,9,9,3,1,9,9
196,1949-11-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,3,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,1,1,9,1,1,9,9,9,2,9,9,1,9,9,1,9,9,9,9,9,9,2,9,1,9,1,9,1,9,9,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,1,1,1,2,9,9,3,9,9,8,9,9,3,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,2,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,9,3,1,1,9,9,1,9,9,9,9,2,1,9,9
197,1949-11-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,2,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,1,1,9,1,1,9,9,9,3,9,9,2,9,9,1,9,9,9,9,9,9,1,9,1,9,1,9,1,9,9,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,2,9,1,1,1,1,9,9,2,9,9,8,9,9,2,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,2,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,9,2,1,1,9,9,1,9,9,9,9,2,1,9,9
178,1949-11-05,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,9,9,9,9,3,9,9,3,9,9,9,3,9,9,9,9,9,9,9,1,9,3,1,9,9,9,9,9,3,9,3,9,9,9,9,9,2,9,9,1,1,9,9,9,9,9,3,2,9,1,1,9,9,9,1,9,9,3,9,9,3,9,9,9,9,9,9,2,9,1,9,8,9,1,9,9,1,9,1,1,8,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,9,9,9,9,9,9,3,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,2,3,3,9,9,3,9,1,2,3,1,9,9,1,9,9,3,9,9,1,9,1,9,9,9,9,9,2,9,9,9,9,9,9,9,3,9,9,1,9,9,2,9,9,9,9,9,9,3,9,1,9,9,1,3,3,9,9,1,9,9,9,9,1,3,9,9
179,1949-11-05,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,9,9,9,9,1,9,9,1,9,9,9,2,9,9,9,9,9,9,9,1,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,1,1,9,1,1,9,9,9,1,9,9,1,9,9,3,9,9,9,9,9,9,1,9,1,9,8,9,1,9,9,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,1,1,1,1,9,9,1,9,9,1,9,9,1,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,9,1,1,1,9,9,1,9,9,9,9,1,8,9,9
180,1949-11-05,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,9,9,9,9,1,9,9,1,9,9,9,2,9,9,9,9,9,9,9,1,9,1,1,9,9,9,9,9,2,9,1,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,1,1,9,1,1,9,9,9,1,9,9,2,9,9,3,9,9,9,9,9,9,1,9,1,9,8,9,1,9,9,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,2,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,1,1,1,1,9,9,1,9,9,1,9,9,1,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,9,1,1,1,9,9,1,9,9,9,9,1,8,9,9
181,1949-11-05,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,9,9,9,9,2,9,9,2,9,9,9,3,9,9,9,9,9,9,9,1,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,1,1,9,1,1,9,9,9,1,9,9,3,9,9,3,9,9,9,9,9,9,1,9,1,9,8,9,1,9,9,1,9,1,1,8,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,3,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,2,1,9,9,2,9,1,1,1,1,9,9,1,9,9,1,9,9,1,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,9,1,1,1,9,9,1,9,9,9,9,1,3,9,9
182,1949-11-06,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,1,9,9,8,1,9,9,9,9,9,1,1,9,1,1,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,1,9,8,9,9,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,1,1,1,1,9,9,1,9,9,8,9,9,1,9,1,9,9,9,9,9,8,9,9,9,9,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,9,1,1,1,9,9,1,9,9,9,9,1,1,9,9
183,1949-11-06,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,9,9,9,9,1,9,9,3,9,9,9,3,9,9,9,9,9,9,9,1,9,3,1,9,9,9,9,9,3,9,3,9,9,9,9,9,1,9,9,8,2,9,9,9,9,9,3,2,9,2,1,9,9,9,2,9,9,3,9,9,3,9,9,9,9,9,9,3,9,1,9,1,9,8,9,9,2,9,2,2,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,3,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,2,3,3,9,9,3,9,1,3,3,2,9,9,1,9,9,8,9,9,1,9,1,9,9,9,9,9,8,9,9,9,9,9,9,9,3,9,9,2,9,9,2,9,9,9,9,9,9,3,9,3,9,9,1,1,3,9,9,1,9,9,9,9,1,3,9,9
198,1949-11-06,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,9,9,9,9,3,9,9,3,9,9,9,3,9,9,9,9,9,9,9,1,9,3,3,9,9,9,9,9,3,9,3,9,9,9,9,9,3,9,9,3,3,9,9,9,9,9,3,3,9,3,3,9,9,9,3,9,9,3,9,9,3,9,9,9,9,9,9,3,9,8,9,3,9,3,9,9,3,9,3,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,9,9,9,9,9,9,3,9,9,9,9,9,9,3,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,3,3,3,9,9,3,9,3,8,3,3,9,9,1,9,9,3,9,9,1,9,3,9,9,9,9,9,3,9,9,9,9,9,9,9,3,9,9,3,9,9,3,9,9,9,9,9,9,3,9,3,9,9,1,3,3,9,9,3,9,9,9,9,2,3,9,9
199,1949-11-06,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,9,9,9,9,3,9,9,3,9,9,9,3,9,9,9,9,9,9,9,1,9,3,3,9,9,9,9,9,3,9,3,9,9,9,9,9,3,9,9,3,3,9,9,9,9,9,3,3,9,3,3,9,9,9,3,9,9,3,9,9,3,9,9,9,9,9,9,3,9,8,9,3,9,3,9,9,3,9,3,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,9,9,9,9,9,9,3,9,9,9,9,9,9,3,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,3,3,3,9,9,3,9,3,8,3,3,9,9,1,9,9,3,9,9,1,9,3,9,9,9,9,9,3,9,9,9,9,9,9,9,3,9,9,3,9,9,3,9,9,9,9,9,9,3,9,3,9,9,1,3,3,9,9,3,9,9,9,9,2,3,9,9
200,1949-11-06,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,9,9,9,9,3,9,9,3,9,9,9,3,9,9,9,9,9,9,9,1,9,3,3,9,9,9,9,9,3,9,3,9,9,9,9,9,3,9,9,2,3,9,9,9,9,9,3,3,9,3,2,9,9,9,2,9,9,3,9,9,3,9,9,9,9,9,9,3,9,8,9,3,9,3,9,9,2,9,2,2,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,9,9,9,9,9,9,3,9,9,9,9,9,9,2,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,3,3,3,9,9,3,9,3,8,3,3,9,9,1,9,9,3,9,9,1,9,3,9,9,9,9,9,3,9,9,9,9,9,9,9,3,9,9,3,9,9,3,9,9,9,9,9,9,3,9,3,9,9,1,3,3,9,9,3,9,9,9,9,1,3,9,9
225,1949-12-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,9,9,9,9,8,9,9,2,9,9,9,8,9,9,9,9,9,9,9,3,9,1,2,9,9,9,9,9,2,9,1,9,9,9,9,9,2,9,9,1,1,9,9,9,9,9,8,1,9,1,2,9,9,9,8,9,9,1,9,9,2,9,9,9,9,9,9,1,9,8,9,1,9,1,9,9,2,9,1,2,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,1,8,9,9,9,9,9,9,1,9,9,9,9,9,9,2,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,2,2,2,9,9,1,9,1,1,1,1,9,9,3,9,9,8,9,9,3,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,2,9,9,1,9,9,2,9,9,9,9,9,9,1,9,1,9,9,3,1,1,9,9,8,9,9,9,9,8,8,9,9
226,1949-12-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,9,9,9,9,1,9,9,2,9,9,9,1,9,9,9,9,9,9,9,3,9,1,2,9,9,9,9,9,2,9,1,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,2,1,9,1,1,9,9,9,2,9,9,1,9,9,2,9,9,9,9,9,9,1,9,8,9,1,9,1,9,9,2,9,1,2,8,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,8,9,9,9,9,9,9,1,9,9,9,9,9,9,2,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,1,2,2,9,9,1,9,1,1,1,2,9,9,3,9,9,1,9,9,3,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,2,9,9,2,9,9,2,9,9,9,9,9,9,1,9,1,9,9,3,1,1,9,9,2,9,9,9,9,3,3,9,9
214,1949-12-03,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,9,9,9,9,1,9,9,3,9,9,9,3,9,9,9,9,9,9,9,1,9,2,1,9,9,9,9,9,3,9,2,9,9,9,9,9,8,9,9,8,1,9,9,9,9,9,2,2,9,8,1,9,9,9,1,9,9,3,9,9,3,9,9,9,9,9,9,2,9,1,9,2,9,1,9,9,1,9,1,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,3,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,2,3,3,9,9,3,9,1,8,2,1,9,9,1,9,9,8,9,9,1,9,1,9,9,9,9,9,8,9,9,9,9,9,9,9,3,9,9,8,9,9,1,9,9,9,9,9,9,3,9,1,9,9,1,1,2,9,9,1,9,9,9,9,1,3,9,9
215,1949-12-03,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,9,9,9,9,3,9,9,1,9,9,9,1,9,9,9,9,9,9,9,3,9,3,3,9,9,9,9,9,1,9,3,9,9,9,9,9,3,9,9,8,3,9,9,9,9,9,1,3,9,8,3,9,9,9,3,9,9,1,9,9,1,9,9,9,9,9,9,2,9,3,9,3,9,8,9,9,3,9,2,3,1,3,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,9,9,9,9,9,9,1,9,9,9,9,9,9,3,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,8,1,1,9,9,1,9,3,8,2,3,9,9,3,9,9,8,9,9,3,9,3,9,9,9,9,9,8,9,9,9,9,9,9,9,1,9,9,3,9,9,2,9,9,9,9,9,9,8,9,3,9,9,3,3,1,9,9,3,9,9,9,9,3,1,9,9
216,1949-12-03,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,9,9,9,9,3,9,9,1,9,9,9,1,9,9,9,9,9,9,9,3,9,3,3,9,9,9,9,9,1,9,3,9,9,9,9,9,3,9,9,8,3,9,9,9,9,9,1,3,9,8,3,9,9,9,3,9,9,1,9,9,1,9,9,9,9,9,9,2,9,3,9,3,9,8,9,9,3,9,2,3,1,3,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,9,9,9,9,9,9,1,9,9,9,9,9,9,3,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,8,1,1,9,9,1,9,3,8,3,3,9,9,3,9,9,8,9,9,3,9,3,9,9,9,9,9,8,9,9,9,9,9,9,9,1,9,9,3,9,9,2,9,9,9,9,9,9,8,9,3,9,9,3,3,1,9,9,3,9,9,9,9,3,1,9,9
217,1949-12-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,9,9,9,9,1,9,9,1,9,9,9,2,9,9,9,9,9,9,9,1,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,2,9,9,8,1,9,9,9,9,9,2,2,9,8,1,9,9,9,1,9,9,3,9,9,3,9,9,9,9,9,9,1,9,2,9,2,9,8,9,9,1,9,1,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,8,1,1,9,9,2,9,1,8,2,1,9,9,1,9,9,8,9,9,1,9,1,9,9,9,9,9,8,9,9,9,9,9,9,9,2,9,9,1,9,9,2,9,9,9,9,9,9,2,9,1,9,9,1,1,2,9,9,1,9,9,9,9,1,2,9,9
227,1949-12-03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,9,9,9,9,3,9,9,3,9,9,9,3,9,9,9,9,9,9,9,3,9,3,3,9,9,9,9,9,1,9,2,9,9,9,9,9,3,9,9,2,3,9,9,9,9,9,1,2,9,3,3,9,9,9,3,9,9,1,9,9,2,9,9,9,9,9,9,3,9,2,9,2,9,3,9,9,2,9,2,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,9,9,9,9,9,9,3,9,9,9,9,9,9,1,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,3,1,1,9,9,1,9,3,1,3,1,9,9,3,9,9,3,9,9,3,9,3,9,9,9,9,9,3,9,9,9,9,9,9,9,3,9,9,3,9,9,1,9,9,9,9,9,9,2,9,2,9,9,3,2,1,9,9,3,9,9,9,9,1,3,9,9
228,1949-12-03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,9,9,9,9,3,9,9,3,9,9,9,3,9,9,9,9,9,9,9,3,9,3,3,9,9,9,9,9,1,9,1,9,9,9,9,9,3,9,9,1,3,9,9,9,9,9,1,2,9,3,3,9,9,9,3,9,9,3,9,9,1,9,9,9,9,9,9,3,9,1,9,2,9,3,9,9,2,9,3,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,9,9,9,9,9,9,3,9,9,9,9,9,9,1,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,3,1,1,9,9,1,9,3,1,3,1,9,9,3,9,9,2,9,9,3,9,3,9,9,9,9,9,3,9,9,9,9,9,9,9,1,9,9,3,9,9,1,9,9,9,9,9,9,2,9,3,9,9,3,1,1,9,9,3,9,9,9,9,1,1,9,9
229,1949-12-03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,1,1,9,9,9,9,9,3,9,2,9,9,9,9,9,1,9,9,3,1,9,9,9,9,9,3,1,9,1,1,9,9,9,1,9,9,1,9,9,3,9,9,9,9,9,9,1,9,3,9,2,9,1,9,9,1,9,1,1,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,2,3,9,9,2,9,1,2,1,1,9,9,1,9,9,1,9,9,1,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,3,9,9,1,9,9,2,9,9,9,9,9,9,3,9,1,9,9,1,3,3,9,9,1,9,9,9,9,3,3,9,9
230,1949-12-03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,1,1,9,9,9,9,9,3,9,2,9,9,9,9,9,1,9,9,3,1,9,9,9,9,9,3,1,9,1,1,9,9,9,1,9,9,1,9,9,3,9,9,9,9,9,9,1,9,3,9,2,9,1,9,9,1,9,1,1,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,2,3,9,9,2,9,1,2,1,1,9,9,1,9,9,1,9,9,1,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,3,9,9,1,9,9,2,9,9,9,9,9,9,3,9,1,9,9,1,3,3,9,9,1,9,9,9,9,3,3,9,9
231,1949-12-03,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,1,1,9,9,9,9,9,3,9,2,9,9,9,9,9,1,9,9,3,1,9,9,9,9,9,3,2,9,1,1,9,9,9,1,9,9,1,9,9,3,9,9,9,9,9,9,1,9,3,9,2,9,1,9,9,1,9,1,1,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,3,3,9,9,2,9,1,2,1,1,9,9,1,9,9,1,9,9,1,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,3,9,9,1,9,9,2,9,9,9,9,9,9,3,9,1,9,9,1,3,3,9,9,1,9,9,9,9,3,3,9,9
232,1949-12-03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,1,1,9,9,9,9,9,3,9,2,9,9,9,9,9,1,9,9,3,1,9,9,9,9,9,3,2,9,1,1,9,9,9,1,9,9,1,9,9,3,9,9,9,9,9,9,1,9,3,9,2,9,1,9,9,1,9,1,1,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,2,3,9,9,2,9,1,2,1,1,9,9,1,9,9,1,9,9,1,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,3,9,9,1,9,9,2,9,9,9,9,9,9,3,9,1,9,9,1,3,3,9,9,1,9,9,9,9,3,3,9,9
233,1949-12-03,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,1,1,9,9,9,9,9,3,9,2,9,9,9,9,9,1,9,9,3,1,9,9,9,9,9,3,2,9,1,1,9,9,9,1,9,9,1,9,9,3,9,9,9,9,9,9,1,9,3,9,2,9,1,9,9,1,9,1,1,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,2,3,9,9,2,9,1,2,1,1,9,9,1,9,9,1,9,9,1,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,3,9,9,1,9,9,2,9,9,9,9,9,9,3,9,1,9,9,1,3,3,9,9,1,9,9,9,9,3,3,9,9
234,1949-12-03,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,1,1,9,9,9,9,9,3,9,2,9,9,9,9,9,1,9,9,3,1,9,9,9,9,9,3,2,9,1,1,9,9,9,1,9,9,1,9,9,3,9,9,9,9,9,9,1,9,3,9,2,9,1,9,9,1,9,1,1,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,2,3,9,9,2,9,1,2,1,1,9,9,1,9,9,1,9,9,1,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,3,9,9,1,9,9,2,9,9,9,9,9,9,3,9,1,9,9,1,3,3,9,9,1,9,9,9,9,3,3,9,9
235,1949-12-03,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,1,1,9,9,9,9,9,3,9,2,9,9,9,9,9,1,9,9,3,1,9,9,9,9,9,3,2,9,1,1,9,9,9,1,9,9,1,9,9,3,9,9,9,9,9,9,1,9,3,9,2,9,1,9,9,1,9,1,1,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,2,3,9,9,2,9,1,2,1,1,9,9,1,9,9,1,9,9,1,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,3,9,9,1,9,9,2,9,9,9,9,9,9,3,9,1,9,9,1,3,3,9,9,1,9,9,9,9,3,3,9,9
236,1949-12-03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,1,1,9,9,9,9,9,3,9,2,9,9,9,9,9,1,9,9,3,1,9,9,9,9,9,3,2,9,1,1,9,9,9,1,9,9,1,9,9,3,9,9,9,9,9,9,1,9,3,9,2,9,1,9,9,1,9,1,1,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,3,3,9,9,2,9,1,2,1,1,9,9,1,9,9,1,9,9,1,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,3,9,9,1,9,9,2,9,9,9,9,9,9,3,9,1,9,9,1,3,3,9,9,1,9,9,9,9,3,3,9,9
